NAME,TEAM,OVERALLATTRIBUTE,CLOSESHOT,MIDRANGESHOT,THREEPOINTSHOT,FREETHROW,SHOTIQ,OFFENSIVECONSISTENCY,LAYUP,STANDINGDUNK,DRIVINGDUNK,POSTHOOK,POSTFADE,POSTCONTROL,DRAWFOUL,HANDS,INTERIORDEFENSE,PERIMETERDEFENSE,STEAL,BLOCK,LATERALQUICKNESS,HELPDEFENSEIQ,PASSPERCEPTION,DEFENSIVECONSISTENCY,SPEED,ACCELERATION,STRENGTH,VERTICAL,STAMINA,HUSTLE,OVERALLDURABILITY,PASSACCURACY,BALLHANDLE,SPEEDWITHBALL,PASSIQ,PASSVISION,OFFENSIVEREBOUND,DEFENSIVEREBOUND
Luguentz Dort,Oklahoma City Thunder,78,58.0,80.0,78.0,78.0,90.0,75.0,86.0,50.0,85.0,40.0,38.0,44.0,60.0,72.0,52.0,83.0,46.0,50.0,86.0,82.0,82.0,80.0,79.0,78.0,70.0,87.0,92.0,94.0,80.0,62.0,72.0,76.0,62.0,39.0,51.0,50.0
Isaiah Joe,Oklahoma City Thunder,78,81.0,84.0,86.0,82.0,95.0,95.0,81.0,40.0,60.0,35.0,38.0,30.0,85.0,85.0,42.0,69.0,46.0,40.0,77.0,61.0,52.0,55.0,72.0,74.0,47.0,79.0,80.0,75.0,87.0,67.0,74.0,63.0,69.0,37.0,34.0,55.0
Chet Holmgren,Oklahoma City Thunder,77,77.0,71.0,75.0,72.0,70.0,60.0,70.0,75.0,75.0,69.0,68.0,68.0,52.0,85.0,77.0,59.0,52.0,88.0,69.0,80.0,72.0,70.0,75.0,75.0,45.0,75.0,87.0,85.0,80.0,60.0,65.0,67.0,59.0,44.0,80.0,80.0
Aleksej Pokusevski,Oklahoma City Thunder,77,74.0,71.0,83.0,79.0,85.0,70.0,81.0,70.0,70.0,54.0,54.0,62.0,55.0,75.0,67.0,67.0,42.0,86.0,54.0,77.0,57.0,50.0,60.0,60.0,49.0,60.0,84.0,90.0,79.0,59.0,62.0,52.0,54.0,47.0,58.0,69.0
Kenrich Williams,Oklahoma City Thunder,77,84.0,84.0,83.0,53.0,75.0,80.0,79.0,40.0,65.0,40.0,52.0,54.0,55.0,90.0,62.0,63.0,46.0,51.0,75.0,60.0,60.0,45.0,66.0,66.0,63.0,72.0,80.0,90.0,80.0,69.0,69.0,63.0,69.0,44.0,67.0,63.0
Victor Oladipo,Oklahoma City Thunder,76,85.0,79.0,74.0,76.0,70.0,55.0,75.0,35.0,75.0,41.0,53.0,40.0,50.0,84.0,58.0,84.0,76.0,51.0,84.0,82.0,78.0,80.0,81.0,81.0,66.0,88.0,85.0,85.0,83.0,75.0,82.0,80.0,80.0,68.0,34.0,56.0
Jeremiah Robinson-Earl,Oklahoma City Thunder,75,80.0,66.0,76.0,77.0,78.0,75.0,79.0,75.0,75.0,64.0,65.0,66.0,50.0,70.0,66.0,40.0,49.0,57.0,58.0,66.0,52.0,45.0,62.0,62.0,60.0,69.0,80.0,85.0,80.0,65.0,69.0,55.0,66.0,31.0,68.0,65.0
Tre Mann,Oklahoma City Thunder,75,78.0,94.0,74.0,74.0,92.0,90.0,83.0,25.0,60.0,35.0,55.0,60.0,59.0,85.0,49.0,66.0,46.0,47.0,69.0,60.0,59.0,40.0,74.0,74.0,53.0,68.0,88.0,75.0,80.0,80.0,83.0,73.0,78.0,54.0,36.0,53.0
Jaylin Williams,Oklahoma City Thunder,75,75.0,68.0,75.0,72.0,85.0,65.0,69.0,70.0,70.0,68.0,61.0,68.0,65.0,75.0,74.0,45.0,41.0,55.0,57.0,72.0,65.0,70.0,50.0,50.0,60.0,62.0,78.0,85.0,80.0,62.0,59.0,38.0,69.0,40.0,48.0,85.0
Lindy Waters III,Oklahoma City Thunder,74,74.0,77.0,80.0,85.0,95.0,80.0,70.0,25.0,65.0,28.0,54.0,34.0,65.0,70.0,53.0,67.0,43.0,42.0,69.0,62.0,62.0,40.0,60.0,60.0,33.0,67.0,83.0,70.0,80.0,69.0,69.0,50.0,67.0,34.0,36.0,57.0
Aaron Wiggins,Oklahoma City Thunder,74,78.0,70.0,81.0,82.0,70.0,85.0,80.0,35.0,45.0,38.0,40.0,39.0,60.0,76.0,35.0,59.0,42.0,50.0,73.0,47.0,40.0,45.0,84.0,84.0,45.0,72.0,80.0,65.0,80.0,64.0,70.0,75.0,68.0,37.0,53.0,55.0
Davis Bertans,Oklahoma City Thunder,73,70.0,70.0,82.0,88.0,70.0,60.0,69.0,65.0,65.0,43.0,66.0,52.0,60.0,88.0,64.0,40.0,40.0,52.0,63.0,69.0,58.0,50.0,57.0,55.0,64.0,52.0,80.0,80.0,68.0,38.0,72.0,47.0,45.0,33.0,35.0,47.0
Ousmane Dieng,Oklahoma City Thunder,73,70.0,73.0,71.0,75.0,75.0,60.0,69.0,45.0,75.0,45.0,48.0,48.0,47.0,90.0,54.0,62.0,40.0,52.0,73.0,54.0,52.0,40.0,78.0,78.0,49.0,79.0,88.0,80.0,80.0,69.0,70.0,75.0,70.0,37.0,41.0,67.0
Jack White,Oklahoma City Thunder,67,69.0,64.0,66.0,74.0,50.0,35.0,68.0,55.0,65.0,55.0,55.0,55.0,47.0,59.0,60.0,62.0,37.0,45.0,67.0,68.0,59.0,55.0,56.0,57.0,55.0,72.0,80.0,90.0,80.0,55.0,54.0,47.0,56.0,30.0,62.0,62.0
Olivier Sarr,Oklahoma City Thunder,67,68.0,74.0,69.0,79.0,55.0,35.0,60.0,75.0,75.0,64.0,62.0,64.0,40.0,70.0,58.0,40.0,37.0,65.0,47.0,59.0,48.0,35.0,65.0,63.0,63.0,74.0,85.0,80.0,80.0,50.0,52.0,49.0,55.0,32.0,63.0,58.0
Franz Wagner,Orlando Magic,84,88.0,79.0,80.0,83.0,98.0,98.0,92.0,55.0,80.0,57.0,59.0,59.0,75.0,76.0,56.0,73.0,41.0,40.0,73.0,74.0,73.0,70.0,70.0,70.0,65.0,75.0,85.0,80.0,80.0,80.0,79.0,68.0,84.0,64.0,40.0,52.0
Paolo Banchero,Orlando Magic,84,82.0,79.0,70.0,74.0,95.0,95.0,88.0,75.0,85.0,74.0,70.0,72.0,84.0,85.0,68.0,66.0,40.0,53.0,70.0,64.0,67.0,45.0,80.0,80.0,77.0,83.0,90.0,85.0,80.0,70.0,76.0,74.0,70.0,64.0,60.0,72.0
Wendell Carter Jr.,Orlando Magic,81,89.0,81.0,78.0,74.0,85.0,70.0,78.0,80.0,75.0,82.0,82.0,81.0,70.0,85.0,78.0,47.0,35.0,57.0,50.0,80.0,70.0,70.0,68.0,55.0,82.0,68.0,85.0,90.0,81.0,56.0,50.0,47.0,70.0,47.0,66.0,86.0
Markelle Fultz,Orlando Magic,80,94.0,81.0,74.0,80.0,90.0,90.0,90.0,30.0,75.0,42.0,48.0,69.0,79.0,81.0,50.0,75.0,76.0,52.0,78.0,72.0,69.0,40.0,86.0,85.0,56.0,85.0,92.0,75.0,80.0,86.0,86.0,85.0,83.0,74.0,49.0,51.0
Cole Anthony,Orlando Magic,80,93.0,85.0,80.0,89.0,98.0,95.0,82.0,40.0,89.0,49.0,58.0,44.0,82.0,98.0,45.0,69.0,40.0,60.0,74.0,55.0,52.0,45.0,84.0,84.0,59.0,77.0,88.0,85.0,98.0,82.0,84.0,84.0,82.0,71.0,41.0,68.0
Moritz Wagner,Orlando Magic,78,86.0,78.0,74.0,84.0,95.0,85.0,60.0,75.0,65.0,67.0,67.0,68.0,50.0,76.0,58.0,40.0,49.0,50.0,47.0,58.0,54.0,35.0,73.0,67.0,78.0,75.0,85.0,85.0,81.0,54.0,42.0,53.0,55.0,43.0,61.0,73.0
Jonathan Isaac,Orlando Magic,78,65.0,76.0,77.0,77.0,50.0,30.0,67.0,60.0,82.0,62.0,68.0,75.0,35.0,68.0,75.0,86.0,92.0,82.0,84.0,84.0,85.0,85.0,73.0,76.0,70.0,80.0,85.0,90.0,67.0,65.0,76.0,66.0,55.0,33.0,76.0,79.0
Jalen Suggs,Orlando Magic,76,85.0,83.0,73.0,70.0,70.0,60.0,75.0,40.0,80.0,39.0,38.0,74.0,65.0,84.0,35.0,76.0,83.0,60.0,83.0,75.0,75.0,75.0,88.0,88.0,59.0,90.0,88.0,85.0,80.0,78.0,86.0,88.0,78.0,68.0,51.0,47.0
Joe Ingles,Orlando Magic,76,88.0,75.0,84.0,88.0,70.0,45.0,80.0,40.0,45.0,50.0,55.0,48.0,49.0,70.0,58.0,80.0,42.0,37.0,83.0,78.0,78.0,75.0,66.0,67.0,64.0,60.0,92.0,70.0,80.0,75.0,70.0,60.0,75.0,66.0,32.0,56.0
Goga Bitadze,Orlando Magic,75,82.0,62.0,71.0,64.0,80.0,70.0,60.0,75.0,65.0,72.0,67.0,74.0,40.0,85.0,64.0,25.0,53.0,85.0,30.0,80.0,40.0,55.0,53.0,54.0,78.0,63.0,80.0,75.0,80.0,54.0,60.0,52.0,69.0,47.0,84.0,66.0
Gary Harris,Orlando Magic,75,80.0,70.0,86.0,89.0,75.0,70.0,80.0,40.0,50.0,28.0,51.0,47.0,60.0,85.0,68.0,84.0,56.0,45.0,81.0,80.0,55.0,80.0,75.0,75.0,53.0,78.0,85.0,80.0,83.0,75.0,76.0,70.0,75.0,32.0,35.0,42.0
Chuma Okeke,Orlando Magic,74,70.0,69.0,74.0,80.0,80.0,50.0,70.0,45.0,50.0,48.0,52.0,53.0,40.0,70.0,63.0,80.0,72.0,62.0,81.0,77.0,85.0,45.0,70.0,70.0,60.0,74.0,80.0,80.0,80.0,65.0,69.0,65.0,66.0,37.0,56.0,65.0
Michael Carter-Williams,Orlando Magic,71,64.0,63.0,66.0,61.0,97.0,60.0,74.0,40.0,60.0,50.0,62.0,51.0,72.0,95.0,58.0,75.0,43.0,58.0,78.0,70.0,85.0,70.0,74.0,74.0,38.0,75.0,85.0,95.0,82.0,78.0,78.0,73.0,84.0,72.0,49.0,59.0
Caleb Houstan,Orlando Magic,71,64.0,76.0,80.0,78.0,55.0,50.0,70.0,25.0,25.0,32.0,32.0,32.0,44.0,80.0,47.0,64.0,32.0,37.0,70.0,60.0,55.0,45.0,78.0,78.0,40.0,72.0,86.0,70.0,80.0,62.0,70.0,72.0,65.0,29.0,50.0,51.0
Admiral Schofield,Orlando Magic,70,70.0,72.0,76.0,70.0,55.0,45.0,70.0,45.0,65.0,62.0,62.0,59.0,47.0,80.0,59.0,66.0,36.0,47.0,74.0,60.0,57.0,45.0,59.0,59.0,65.0,78.0,85.0,80.0,80.0,59.0,73.0,59.0,62.0,38.0,57.0,51.0
Kevon Harris,Orlando Magic,69,75.0,72.0,80.0,85.0,70.0,60.0,75.0,40.0,75.0,33.0,56.0,45.0,49.0,79.0,60.0,62.0,53.0,47.0,64.0,45.0,60.0,45.0,71.0,71.0,58.0,78.0,85.0,84.0,80.0,64.0,69.0,69.0,65.0,29.0,63.0,50.0
Joel Embiid,Philadelphia 76ers,96,97.0,97.0,80.0,86.0,98.0,98.0,89.0,90.0,80.0,95.0,95.0,96.0,96.0,98.0,96.0,68.0,43.0,83.0,68.0,96.0,64.0,95.0,69.0,69.0,95.0,69.0,95.0,90.0,76.0,68.0,57.0,62.0,82.0,71.0,70.0,89.0
James Harden,Philadelphia 76ers,89,83.0,93.0,85.0,87.0,75.0,98.0,92.0,35.0,84.0,60.0,74.0,69.0,94.0,98.0,62.0,70.0,46.0,52.0,75.0,63.0,82.0,65.0,87.0,87.0,71.0,87.0,98.0,97.0,95.0,82.0,97.0,86.0,94.0,91.0,36.0,69.0
Tyrese Maxey,Philadelphia 76ers,85,86.0,83.0,85.0,84.0,98.0,98.0,92.0,25.0,70.0,45.0,60.0,47.0,91.0,95.0,52.0,79.0,38.0,35.0,83.0,69.0,68.0,65.0,89.0,89.0,44.0,80.0,95.0,95.0,77.0,84.0,86.0,87.0,86.0,65.0,32.0,45.0
Tobias Harris,Philadelphia 76ers,81,88.0,89.0,82.0,87.0,80.0,80.0,80.0,65.0,75.0,70.0,70.0,83.0,64.0,95.0,59.0,58.0,43.0,56.0,67.0,66.0,64.0,60.0,75.0,59.0,73.0,79.0,95.0,73.0,82.0,77.0,79.0,56.0,78.0,42.0,42.0,68.0
De’Anthony Melton,Philadelphia 76ers,78,74.0,80.0,84.0,80.0,90.0,75.0,84.0,25.0,70.0,25.0,58.0,48.0,50.0,95.0,48.0,81.0,93.0,58.0,82.0,79.0,89.0,75.0,76.0,76.0,44.0,75.0,80.0,85.0,83.0,78.0,83.0,74.0,75.0,51.0,43.0,60.0
Mohamed Bamba,Philadelphia 76ers,77,75.0,65.0,79.0,72.0,65.0,70.0,67.0,75.0,70.0,69.0,64.0,69.0,45.0,80.0,77.0,48.0,33.0,86.0,64.0,80.0,64.0,65.0,75.0,61.0,68.0,75.0,78.0,75.0,81.0,35.0,46.0,32.0,51.0,37.0,63.0,85.0
Paul Reed,Philadelphia 76ers,76,70.0,70.0,66.0,76.0,75.0,70.0,73.0,80.0,75.0,73.0,70.0,73.0,68.0,70.0,69.0,43.0,83.0,89.0,52.0,66.0,58.0,40.0,49.0,47.0,62.0,65.0,80.0,85.0,80.0,48.0,52.0,41.0,44.0,29.0,93.0,82.0
Patrick Beverley,Philadelphia 76ers,76,85.0,44.0,76.0,72.0,60.0,40.0,70.0,25.0,45.0,30.0,35.0,30.0,38.0,85.0,70.0,90.0,43.0,60.0,89.0,86.0,63.0,95.0,76.0,76.0,60.0,91.0,90.0,76.0,78.0,75.0,78.0,75.0,77.0,50.0,40.0,54.0
Montrezl Harrell,Philadelphia 76ers,76,94.0,79.0,50.0,72.0,30.0,30.0,89.0,85.0,80.0,75.0,70.0,75.0,60.0,90.0,66.0,47.0,41.0,76.0,52.0,60.0,50.0,50.0,62.0,57.0,94.0,75.0,85.0,90.0,83.0,35.0,35.0,32.0,55.0,34.0,77.0,62.0
P.J. Tucker,Philadelphia 76ers,75,94.0,74.0,83.0,75.0,85.0,55.0,55.0,50.0,60.0,49.0,48.0,50.0,36.0,81.0,77.0,80.0,37.0,45.0,80.0,74.0,75.0,80.0,63.0,63.0,82.0,66.0,88.0,90.0,91.0,70.0,65.0,44.0,69.0,29.0,55.0,56.0
Dewayne Dedmon,Philadelphia 76ers,74,90.0,74.0,73.0,70.0,70.0,45.0,67.0,60.0,60.0,55.0,46.0,59.0,69.0,59.0,79.0,48.0,36.0,78.0,59.0,78.0,58.0,75.0,44.0,39.0,80.0,66.0,77.0,75.0,80.0,25.0,44.0,31.0,52.0,33.0,67.0,87.0
Danuel House Jr.,Philadelphia 76ers,73,50.0,74.0,79.0,71.0,75.0,75.0,78.0,80.0,75.0,47.0,51.0,47.0,58.0,79.0,52.0,75.0,33.0,52.0,76.0,70.0,70.0,75.0,63.0,60.0,50.0,75.0,85.0,75.0,83.0,69.0,70.0,60.0,69.0,33.0,32.0,56.0
Danny Green,Philadelphia 76ers,73,80.0,80.0,82.0,77.0,60.0,35.0,60.0,40.0,45.0,30.0,54.0,35.0,30.0,75.0,66.0,85.0,66.0,65.0,85.0,83.0,60.0,80.0,59.0,59.0,60.0,69.0,75.0,75.0,82.0,72.0,70.0,59.0,70.0,32.0,38.0,50.0
Furkan Korkmaz,Philadelphia 76ers,71,72.0,70.0,76.0,82.0,80.0,60.0,75.0,40.0,75.0,30.0,60.0,45.0,69.0,88.0,40.0,64.0,41.0,51.0,69.0,56.0,62.0,45.0,70.0,69.0,50.0,80.0,85.0,81.0,80.0,54.0,73.0,64.0,65.0,39.0,37.0,53.0
Jaden Springer,Philadelphia 76ers,71,74.0,73.0,77.0,81.0,75.0,60.0,74.0,25.0,50.0,28.0,45.0,32.0,55.0,80.0,44.0,69.0,76.0,50.0,80.0,68.0,67.0,60.0,82.0,82.0,49.0,72.0,85.0,70.0,80.0,75.0,81.0,82.0,75.0,65.0,30.0,37.0
Mac McClung,Philadelphia 76ers,69,72.0,64.0,75.0,64.0,60.0,60.0,74.0,35.0,95.0,44.0,45.0,43.0,39.0,75.0,40.0,67.0,52.0,42.0,70.0,50.0,58.0,40.0,79.0,79.0,48.0,82.0,84.0,80.0,82.0,75.0,69.0,78.0,68.0,75.0,29.0,67.0
Kevin Durant,Phoenix Suns,96,98.0,98.0,87.0,92.0,98.0,98.0,95.0,60.0,85.0,74.0,86.0,86.0,96.0,98.0,75.0,85.0,54.0,75.0,85.0,85.0,75.0,85.0,80.0,80.0,63.0,77.0,94.0,85.0,88.0,78.0,92.0,80.0,88.0,72.0,44.0,74.0
Devin Booker,Phoenix Suns,94,97.0,97.0,86.0,84.0,98.0,98.0,95.0,30.0,75.0,74.0,79.0,82.0,91.0,85.0,58.0,74.0,41.0,50.0,74.0,65.0,62.0,65.0,79.0,79.0,59.0,74.0,95.0,85.0,81.0,89.0,92.0,76.0,94.0,73.0,38.0,54.0
Bradley Beal,Phoenix Suns,86,91.0,94.0,81.0,84.0,85.0,90.0,95.0,30.0,84.0,55.0,55.0,54.0,95.0,92.0,45.0,66.0,41.0,56.0,75.0,75.0,65.0,40.0,76.0,83.0,62.0,87.0,98.0,78.0,82.0,82.0,88.0,76.0,85.0,73.0,38.0,49.0
Deandre Ayton,Phoenix Suns,83,97.0,92.0,71.0,75.0,75.0,85.0,75.0,90.0,75.0,85.0,75.0,85.0,62.0,82.0,78.0,49.0,36.0,62.0,61.0,78.0,69.0,65.0,75.0,65.0,85.0,82.0,90.0,76.0,81.0,53.0,61.0,55.0,70.0,39.0,68.0,89.0
Bol Bol,Phoenix Suns,78,98.0,74.0,71.0,76.0,95.0,75.0,69.0,85.0,70.0,70.0,68.0,70.0,62.0,75.0,72.0,52.0,36.0,86.0,58.0,64.0,49.0,40.0,68.0,68.0,65.0,69.0,80.0,50.0,77.0,50.0,70.0,60.0,40.0,32.0,51.0,87.0
Drew Eubanks,Phoenix Suns,77,94.0,73.0,54.0,66.0,98.0,85.0,69.0,75.0,70.0,74.0,74.0,74.0,54.0,75.0,60.0,47.0,40.0,85.0,59.0,59.0,50.0,45.0,61.0,62.0,68.0,75.0,80.0,85.0,83.0,42.0,37.0,38.0,55.0,36.0,68.0,77.0
Josh Okogie,Phoenix Suns,77,75.0,82.0,76.0,73.0,90.0,65.0,77.0,30.0,75.0,42.0,44.0,44.0,49.0,70.0,50.0,81.0,66.0,63.0,83.0,81.0,84.0,75.0,90.0,90.0,46.0,92.0,80.0,95.0,82.0,69.0,76.0,81.0,62.0,40.0,68.0,54.0
T.J. Warren,Phoenix Suns,77,89.0,86.0,77.0,81.0,70.0,80.0,92.0,50.0,80.0,62.0,68.0,62.0,75.0,68.0,54.0,62.0,43.0,51.0,68.0,65.0,62.0,50.0,61.0,61.0,75.0,63.0,74.0,70.0,84.0,65.0,78.0,60.0,65.0,37.0,40.0,58.0
Terrence Ross,Phoenix Suns,76,91.0,95.0,85.0,76.0,70.0,75.0,74.0,50.0,80.0,58.0,70.0,45.0,40.0,74.0,51.0,68.0,42.0,42.0,70.0,66.0,68.0,60.0,74.0,74.0,48.0,85.0,86.0,65.0,82.0,69.0,78.0,70.0,72.0,37.0,32.0,49.0
Chimezie Metu,Phoenix Suns,76,88.0,73.0,63.0,75.0,70.0,55.0,78.0,80.0,75.0,58.0,40.0,49.0,65.0,95.0,67.0,51.0,43.0,68.0,60.0,68.0,55.0,45.0,52.0,52.0,69.0,75.0,80.0,90.0,83.0,48.0,37.0,30.0,58.0,37.0,65.0,85.0
Eric Gordon,Phoenix Suns,76,89.0,72.0,83.0,81.0,70.0,80.0,79.0,30.0,70.0,35.0,63.0,50.0,60.0,94.0,42.0,78.0,38.0,52.0,78.0,73.0,68.0,50.0,79.0,79.0,60.0,82.0,92.0,85.0,78.0,69.0,79.0,78.0,73.0,53.0,29.0,41.0
Keita Bates-Diop,Phoenix Suns,76,85.0,74.0,81.0,79.0,80.0,80.0,77.0,55.0,65.0,54.0,63.0,60.0,50.0,70.0,63.0,63.0,46.0,51.0,74.0,60.0,60.0,35.0,77.0,77.0,60.0,72.0,80.0,70.0,76.0,58.0,66.0,66.0,56.0,37.0,51.0,60.0
Yuta Watanabe,Phoenix Suns,75,78.0,60.0,85.0,82.0,70.0,70.0,78.0,40.0,60.0,40.0,43.0,45.0,59.0,85.0,58.0,63.0,40.0,56.0,71.0,66.0,65.0,60.0,67.0,67.0,60.0,74.0,80.0,85.0,80.0,60.0,69.0,65.0,63.0,32.0,45.0,54.0
Bismack Biyombo,Phoenix Suns,75,82.0,62.0,25.0,45.0,70.0,60.0,60.0,80.0,68.0,48.0,45.0,54.0,69.0,75.0,82.0,50.0,38.0,96.0,55.0,85.0,54.0,70.0,48.0,48.0,80.0,63.0,79.0,95.0,83.0,25.0,35.0,25.0,74.0,36.0,75.0,84.0
Damion Lee,Phoenix Suns,75,76.0,79.0,87.0,90.0,95.0,85.0,79.0,40.0,65.0,44.0,48.0,51.0,69.0,78.0,57.0,60.0,37.0,35.0,74.0,60.0,66.0,35.0,68.0,68.0,55.0,75.0,80.0,70.0,79.0,62.0,70.0,66.0,57.0,37.0,37.0,61.0
Jordan Goodwin,Phoenix Suns,74,89.0,72.0,80.0,76.0,95.0,80.0,78.0,25.0,35.0,33.0,43.0,48.0,66.0,80.0,47.0,63.0,80.0,62.0,71.0,62.0,63.0,50.0,75.0,75.0,49.0,55.0,80.0,75.0,80.0,78.0,78.0,68.0,78.0,67.0,55.0,61.0
Saben Lee,Phoenix Suns,73,62.0,74.0,69.0,68.0,95.0,85.0,84.0,25.0,85.0,25.0,31.0,30.0,79.0,77.0,44.0,60.0,73.0,32.0,67.0,55.0,54.0,30.0,74.0,74.0,52.0,69.0,80.0,76.0,79.0,80.0,83.0,73.0,80.0,72.0,44.0,49.0
Ish Wainright,Phoenix Suns,73,68.0,66.0,77.0,85.0,75.0,50.0,69.0,50.0,60.0,49.0,48.0,50.0,44.0,81.0,72.0,72.0,66.0,60.0,80.0,72.0,72.0,70.0,81.0,81.0,82.0,75.0,88.0,90.0,80.0,52.0,68.0,66.0,54.0,34.0,53.0,51.0
Udoka Azubuike,Phoenix Suns,72,64.0,34.0,25.0,44.0,40.0,25.0,70.0,85.0,75.0,44.0,45.0,48.0,40.0,35.0,76.0,44.0,38.0,76.0,51.0,74.0,54.0,55.0,72.0,70.0,80.0,93.0,79.0,75.0,83.0,25.0,35.0,44.0,34.0,32.0,70.0,89.0
Damian Lillard,Portland Trail Blazers,94,94.0,98.0,89.0,92.0,98.0,98.0,96.0,25.0,85.0,30.0,38.0,42.0,96.0,98.0,31.0,69.0,58.0,45.0,76.0,72.0,77.0,60.0,88.0,88.0,63.0,89.0,97.0,95.0,98.0,92.0,95.0,87.0,93.0,79.0,36.0,56.0
Anfernee Simons,Portland Trail Blazers,83,92.0,86.0,84.0,89.0,80.0,98.0,92.0,40.0,89.0,49.0,49.0,49.0,87.0,95.0,49.0,59.0,36.0,40.0,76.0,50.0,55.0,40.0,86.0,89.0,41.0,90.0,92.0,90.0,80.0,87.0,88.0,79.0,89.0,67.0,30.0,43.0
Jerami Grant,Portland Trail Blazers,81,82.0,79.0,84.0,81.0,80.0,90.0,89.0,80.0,85.0,62.0,59.0,69.0,75.0,95.0,70.0,69.0,38.0,61.0,76.0,77.0,72.0,75.0,77.0,77.0,69.0,78.0,95.0,94.0,82.0,69.0,76.0,72.0,70.0,40.0,38.0,54.0
Jusuf Nurkic,Portland Trail Blazers,81,88.0,68.0,80.0,66.0,95.0,85.0,68.0,75.0,65.0,80.0,72.0,80.0,70.0,85.0,78.0,45.0,43.0,67.0,49.0,79.0,60.0,70.0,51.0,37.0,90.0,50.0,86.0,75.0,72.0,60.0,40.0,25.0,82.0,63.0,69.0,91.0
Scoot Henderson,Portland Trail Blazers,78,84.0,77.0,74.0,76.0,65.0,70.0,86.0,35.0,94.0,44.0,44.0,44.0,59.0,95.0,42.0,67.0,69.0,40.0,85.0,66.0,67.0,50.0,95.0,95.0,53.0,95.0,95.0,80.0,80.0,79.0,88.0,95.0,80.0,74.0,47.0,53.0
Shaedon Sharpe,Portland Trail Blazers,78,85.0,81.0,81.0,67.0,85.0,90.0,85.0,40.0,96.0,35.0,37.0,33.0,82.0,88.0,49.0,69.0,37.0,51.0,80.0,65.0,75.0,45.0,89.0,89.0,50.0,96.0,94.0,85.0,80.0,67.0,83.0,84.0,62.0,30.0,46.0,49.0
Matisse Thybulle,Portland Trail Blazers,76,74.0,48.0,80.0,60.0,65.0,40.0,74.0,35.0,70.0,30.0,30.0,30.0,25.0,70.0,60.0,93.0,96.0,63.0,93.0,88.0,97.0,90.0,76.0,76.0,59.0,70.0,85.0,90.0,80.0,55.0,65.0,69.0,35.0,31.0,44.0,44.0
Nassir Little,Portland Trail Blazers,75,76.0,82.0,82.0,69.0,85.0,80.0,79.0,35.0,82.0,54.0,52.0,59.0,45.0,80.0,68.0,70.0,37.0,58.0,77.0,70.0,65.0,55.0,77.0,79.0,70.0,81.0,85.0,85.0,80.0,52.0,65.0,68.0,49.0,34.0,40.0,61.0
Justise Winslow,Portland Trail Blazers,74,72.0,52.0,74.0,71.0,65.0,50.0,70.0,40.0,70.0,42.0,44.0,48.0,62.0,87.0,63.0,79.0,56.0,52.0,80.0,77.0,78.0,70.0,75.0,75.0,65.0,74.0,90.0,80.0,82.0,75.0,74.0,73.0,64.0,65.0,61.0,60.0
Moses Brown,Portland Trail Blazers,73,68.0,46.0,26.0,49.0,80.0,50.0,76.0,75.0,60.0,52.0,42.0,64.0,55.0,75.0,72.0,52.0,32.0,86.0,54.0,72.0,58.0,45.0,42.0,40.0,74.0,75.0,75.0,60.0,80.0,44.0,44.0,35.0,58.0,27.0,84.0,87.0
Skylar Mays,Portland Trail Blazers,72,71.0,84.0,80.0,88.0,72.0,75.0,70.0,35.0,45.0,37.0,52.0,37.0,57.0,80.0,42.0,68.0,46.0,25.0,75.0,69.0,60.0,50.0,70.0,70.0,42.0,74.0,92.0,65.0,80.0,74.0,79.0,67.0,75.0,42.0,37.0,49.0
Kevin Knox,Portland Trail Blazers,71,55.0,55.0,81.0,65.0,50.0,40.0,67.0,65.0,75.0,59.0,52.0,68.0,49.0,78.0,57.0,69.0,38.0,57.0,72.0,68.0,69.0,40.0,75.0,75.0,70.0,80.0,90.0,73.0,82.0,59.0,75.0,72.0,60.0,28.0,43.0,68.0
Keon Johnson,Portland Trail Blazers,71,66.0,68.0,76.0,71.0,60.0,35.0,70.0,35.0,85.0,35.0,35.0,35.0,45.0,80.0,45.0,70.0,76.0,56.0,83.0,69.0,68.0,65.0,97.0,97.0,40.0,98.0,88.0,85.0,80.0,75.0,72.0,84.0,70.0,51.0,41.0,56.0
Jabari Walker,Portland Trail Blazers,71,70.0,66.0,73.0,78.0,50.0,40.0,69.0,30.0,70.0,52.0,52.0,52.0,59.0,80.0,68.0,68.0,32.0,53.0,73.0,67.0,65.0,60.0,75.0,75.0,46.0,79.0,80.0,70.0,80.0,52.0,60.0,71.0,54.0,35.0,76.0,67.0
Justin Minaya,Portland Trail Blazers,69,55.0,70.0,77.0,50.0,70.0,50.0,64.0,35.0,55.0,44.0,47.0,47.0,37.0,85.0,62.0,69.0,69.0,59.0,71.0,72.0,52.0,60.0,70.0,70.0,55.0,75.0,85.0,80.0,81.0,65.0,70.0,65.0,65.0,37.0,48.0,55.0
Chance Comanche,Portland Trail Blazers,68,68.0,69.0,67.0,80.0,45.0,40.0,68.0,75.0,75.0,59.0,59.0,59.0,44.0,80.0,64.0,40.0,40.0,64.0,44.0,60.0,55.0,45.0,61.0,61.0,65.0,69.0,80.0,65.0,84.0,52.0,39.0,48.0,44.0,36.0,70.0,70.0
